Date,Close,High,Low,Open,Volume,Return,High_Low,Open_Close_Diff,Abs_Return
2020-02-13,46.018,46.842,45.339,46.567,59558100,-0.001,1.502,0.549,0.001
2020-02-20,40.428,46.171,40.367,45.934,133445000,-0.121,5.804,5.506,0.121
2020-02-27,39.978,41.297,36.615,39.436,223375900,-0.011,4.683,-0.541,0.011
2020-03-05,32.016,38.666,31.116,38.453,281757000,-0.199,7.55,6.437,0.199
2020-03-12,25.259,31.002,23.817,30.43,289782300,-0.211,7.184,5.171,0.211
2020-03-19,28.439,29.431,22.963,25.724,301342800,0.126,6.467,-2.715,0.126
2020-03-26,28.622,30.17,27.349,28.599,221653100,0.006,2.822,-0.023,0.006
2020-04-02,33.442,33.587,28.904,29.545,234005200,0.168,4.683,-3.897,0.168
2020-04-09,30.872,35.623,30.033,34.67,153653200,-0.077,5.59,3.798,0.077
2020-04-16,32.13,33.038,29.69,30.872,182479700,0.041,3.348,-1.258,0.041
2020-04-23,36.195,36.302,32.207,32.893,148246800,0.127,4.095,-3.302,0.127
2020-04-30,33.549,36.363,32.199,36.363,151876400,-0.073,4.164,2.814,0.073
2020-05-07,31.978,35.25,31.726,34.289,120662700,-0.047,3.523,2.311,0.047
2020-05-14,35.272,36.252,31.253,31.929,120452200,0.103,4.999,-3.343,0.103
2020-05-21,35.949,36.648,33.78,35.327,75681900,0.019,2.869,-0.622,0.019
2020-05-28,38.281,38.405,34.495,36.096,110340700,0.065,3.91,-2.185,0.065
2020-06-04,39.377,43.039,37.441,38.001,152073400,0.029,5.598,-1.376,0.029
2020-06-11,36.252,38.677,34.79,36.951,143573200,-0.079,3.887,0.7,0.079
2020-06-18,34.596,37.519,34.401,35.848,134487500,-0.046,3.118,1.252,0.046
2020-06-25,33.982,35.28,33.554,34.246,107368000,-0.018,1.726,0.264,0.018
2020-07-02,33.539,35.132,33.305,34.689,76607600,-0.013,1.827,1.151,0.013
2020-07-09,34.697,35.055,31.953,33.352,103637800,0.035,3.102,-1.345,0.035
2020-07-16,33.904,35.132,33.025,34.448,101353700,-0.023,2.107,0.544,0.023
2020-07-23,34.23,34.534,33.406,33.741,86231300,0.01,1.127,-0.49,0.01
2020-07-30,34.091,34.448,31.805,33.531,119950000,-0.004,2.643,-0.56,0.004
2020-08-06,34.277,36.089,33.282,33.741,109051300,0.005,2.807,-0.536,0.005
2020-08-13,33.265,34.779,33.193,34.486,73976100,-0.03,1.586,1.221,0.03
2020-08-20,31.719,33.701,31.711,33.051,117485700,-0.046,1.99,1.332,0.046
2020-08-27,31.069,32.44,30.878,31.711,139648500,-0.02,1.562,0.642,0.02
2020-09-03,30.086,31.735,29.61,31.077,117832200,-0.032,2.125,0.991,0.032
2020-09-10,29.975,30.419,28.706,30.339,141964800,-0.004,1.712,0.365,0.004
2020-09-17,27.263,30.109,27.232,29.61,165456400,-0.09,2.878,2.347,0.09
2020-09-24,27.216,28.461,26.764,27.271,116672700,-0.002,1.697,0.055,0.002
2020-10-01,26.558,27.287,25.535,26.788,143060800,-0.024,1.752,0.23,0.024
2020-10-08,27.073,28.5,26.764,26.859,120293200,0.019,1.736,-0.214,0.019
2020-10-15,26.288,27.462,26.272,26.716,121184500,-0.029,1.189,0.428,0.029
2020-10-22,25.028,27.81,24.988,26.304,159386400,-0.048,2.822,1.276,0.048
2020-10-29,26.344,27.343,24.663,24.901,198821900,0.053,2.68,-1.443,0.053
2020-11-05,28.92,30.133,25.86,26.455,224869000,0.098,4.273,-2.466,0.098
2020-11-12,30.211,31.77,28.311,29.115,156361100,0.045,3.459,-1.096,0.045
2020-11-19,33.134,34.165,29.683,29.927,149830500,0.097,4.482,-3.207,0.097
2020-11-26,32.427,33.239,30.828,33.044,122428600,-0.021,2.411,0.617,0.021
2020-12-03,34.749,35.504,32.257,32.533,151060500,0.072,3.248,-2.216,0.072
2020-12-10,35.48,36.105,34.148,35.074,155543900,0.021,1.957,-0.406,0.021
2020-12-17,33.913,35.756,32.906,35.724,136549700,-0.044,2.85,1.811,0.044
2020-12-24,33.775,34.546,33.45,33.816,76011500,-0.004,1.096,0.041,0.004
